Age;Work_Type;Marital_Status;Level_Education;Delinquent_Credit;Housing_Credit;Personal_Credit;Contact_Month;Contact_Day_Week;Call_Duration;Number_Calls
32;3;1;1;1;1;1;12;3;4;3
30;7;2;3;0;0;0;2;2;3;1
56;9;1;2;1;1;1;10;5;2;4
51;4;2;3;1;1;0;2;1;2;4
28;8;2;3;0;0;1;7;1;3;5
27;4;2;1;0;0;1;11;5;5;2
40;4;1;3;0;0;0;10;2;5;5
21;1;2;0;0;1;0;3;5;6;3
23;1;2;2;0;0;0;2;1;6;5
43;9;1;1;0;1;1;4;3;4;5
23;2;2;1;1;0;1;5;1;6;4
51;6;1;1;1;0;0;2;4;5;3
59;0;2;1;1;1;1;4;2;3;2
20;4;1;1;1;0;1;3;5;4;1
53;3;2;3;1;1;1;10;2;6;5
33;9;0;1;0;0;0;11;3;1;1
23;7;1;3;1;0;0;8;4;5;5
60;7;0;3;1;1;1;3;3;5;5
37;6;0;1;0;1;1;3;4;6;4
49;0;0;3;1;1;0;5;5;5;5
33;6;0;3;1;0;0;3;4;3;2
56;8;2;0;0;0;0;12;2;6;4
47;0;2;1;0;1;0;10;3;3;1
60;0;1;3;0;1;0;9;1;3;2
40;8;1;2;1;1;1;4;2;6;5
45;1;1;0;1;0;0;9;3;3;3
25;0;2;0;0;0;0;10;1;4;4
57;9;1;1;1;1;0;10;4;2;3
30;6;2;1;1;1;0;7;2;5;5
24;9;1;3;1;1;0;4;4;3;1
51;1;2;3;0;0;0;7;5;1;2
38;7;0;3;1;0;1;5;1;1;3
46;10;2;0;1;0;0;5;3;4;3
57;8;1;3;1;1;1;11;2;3;3
52;9;2;0;1;1;1;7;3;2;2
35;2;0;2;1;0;1;2;1;2;2
21;0;1;2;1;1;0;6;1;5;2
26;3;0;2;0;1;1;12;5;1;1
57;0;1;3;1;1;1;8;1;3;2
58;3;2;0;0;0;1;4;4;4;1
29;8;1;3;1;1;0;12;4;6;3
54;1;2;0;0;0;0;11;2;4;5
25;5;2;1;0;1;0;9;5;1;5
43;9;2;1;1;0;0;9;3;5;2
58;6;1;1;0;1;0;2;4;2;3
47;2;0;0;0;0;1;2;4;1;3
52;6;0;0;1;0;1;3;4;2;4
27;7;0;3;0;0;0;9;5;3;5
37;6;2;1;0;0;0;7;5;1;3
43;6;2;2;1;0;1;12;3;2;5
45;3;2;1;1;0;0;7;3;6;3
57;4;2;1;1;1;0;2;3;6;1
52;0;0;1;0;1;1;7;2;1;3
49;3;1;1;1;1;1;10;4;5;1
35;3;1;0;1;1;1;2;5;1;2
52;10;0;3;1;1;0;12;5;1;5
43;2;2;3;1;0;0;6;2;4;5
38;10;0;1;0;1;0;3;3;2;4
51;0;1;2;0;1;1;10;4;6;4
30;8;1;1;0;0;0;12;4;2;4
27;4;0;2;1;0;1;12;5;3;2
21;7;2;2;1;1;0;3;3;2;1
38;6;1;3;1;1;0;7;4;3;3
39;4;2;1;1;0;0;2;4;2;4
57;9;2;0;0;1;1;6;4;4;1
40;1;2;3;1;0;1;4;5;2;1
41;1;2;2;1;1;1;6;1;4;1
34;7;1;1;1;1;0;3;2;2;2
24;7;2;3;0;1;1;6;3;6;2
43;9;0;1;0;0;1;8;3;2;4
55;4;0;0;1;1;0;3;1;1;5
31;1;0;0;1;1;1;8;3;5;5
47;0;0;2;0;1;1;4;3;3;3
43;9;2;1;0;0;1;12;1;4;3
27;5;1;1;0;1;0;2;4;5;1
41;3;0;0;1;1;0;7;3;4;2
58;9;2;2;1;0;1;6;3;1;2
56;6;1;2;0;0;1;11;4;6;5
42;3;2;2;1;1;0;2;4;5;1
41;8;2;3;0;1;1;2;3;3;4
43;7;2;2;0;0;0;11;2;1;4
51;2;1;1;1;0;1;9;3;1;5
52;8;2;2;0;1;1;8;1;6;4
39;3;0;2;0;1;1;10;3;4;2
51;0;1;0;1;1;1;11;3;1;3
49;5;0;0;0;0;0;8;3;6;4
54;9;0;0;1;1;1;8;2;3;3
23;0;2;1;1;0;1;4;4;5;5
40;9;1;0;1;0;1;2;1;1;1
20;4;0;1;0;0;1;4;2;5;3
35;10;1;2;0;1;1;11;1;6;3
45;2;0;1;0;0;1;7;2;2;3
54;7;2;1;0;1;1;11;5;2;5
53;2;2;1;0;0;0;5;2;6;2
54;9;1;1;1;0;0;5;4;2;4
45;8;1;0;1;0;1;8;3;6;5
29;3;2;2;0;0;0;2;1;2;5
46;2;2;1;1;1;1;6;2;6;4
26;6;1;0;0;1;0;8;5;4;5
55;4;1;3;1;1;1;3;4;1;2
22;1;0;3;1;0;0;4;2;4;2
55;0;1;0;1;0;1;9;5;1;5
51;4;0;0;1;1;1;9;1;6;2
37;8;0;2;1;1;0;12;3;1;5
27;7;0;3;0;1;0;12;4;3;4
24;8;2;2;1;0;1;8;3;3;3
33;6;1;0;0;0;0;8;3;4;1
21;5;1;3;0;1;1;4;2;3;2
57;10;1;3;1;0;1;10;2;5;3
43;6;2;3;1;1;0;4;3;3;4
33;6;1;0;0;1;0;12;2;6;1
30;1;1;3;1;0;1;6;1;1;2
33;10;2;1;0;0;0;4;4;3;5
26;9;2;2;0;1;1;2;1;4;5
41;9;1;0;1;1;1;5;5;4;3
51;2;1;3;0;1;1;10;1;3;2
48;10;1;0;0;1;1;2;2;2;3
20;2;2;2;1;1;0;7;2;1;3
21;10;1;0;1;0;0;9;3;3;3
37;4;2;2;0;0;1;3;1;3;3
36;10;2;3;1;0;0;4;4;3;3
31;8;0;0;1;0;0;3;1;2;2
46;9;1;1;0;1;1;4;5;1;4
35;0;2;1;1;1;1;6;1;4;2
29;5;2;3;1;1;1;2;3;3;5
28;4;2;0;1;1;0;9;1;3;4
28;10;2;3;0;1;1;6;1;5;5
39;6;0;0;1;0;0;7;3;6;5
23;10;1;0;1;0;1;12;1;6;2
40;8;2;1;0;0;1;6;5;4;4
23;8;1;1;0;0;1;3;3;2;1
29;7;2;3;1;0;0;2;1;2;5
46;7;2;3;1;0;1;6;1;6;2
38;1;2;1;0;1;0;9;2;5;2
55;4;1;3;0;1;0;5;2;4;1
42;0;0;1;0;0;1;3;2;3;1
46;10;1;1;1;0;1;4;4;5;5
46;2;1;3;1;1;1;7;1;2;1
46;1;0;1;0;1;0;9;1;1;4
33;2;2;1;0;1;0;3;3;6;3
57;2;1;2;0;1;1;6;4;1;5
22;9;1;2;1;1;0;4;3;6;2
37;7;0;0;1;1;1;12;5;3;3
29;2;2;1;1;1;0;12;3;6;4
51;9;2;1;1;1;1;2;1;1;5
49;9;2;3;0;1;1;9;5;4;4
40;9;0;3;1;1;0;6;3;4;3
55;7;1;1;1;0;0;3;5;3;2
29;5;1;0;0;1;0;4;1;6;2
24;3;2;2;0;0;0;7;3;2;1
43;6;1;1;0;0;1;6;3;5;4
41;2;0;2;1;1;0;5;4;6;2
43;8;0;0;0;1;1;10;2;3;4
32;1;1;1;0;0;1;2;3;1;3
53;2;0;3;1;0;0;3;3;6;5
58;2;2;3;1;1;1;6;3;4;2
31;5;0;2;0;0;1;2;5;5;4
53;7;1;3;0;0;1;2;4;2;4
49;10;0;2;0;1;0;10;3;3;5
44;8;0;0;1;1;1;10;3;6;2
23;1;0;0;0;1;1;11;4;2;5
40;2;2;2;1;0;0;7;2;5;5
21;5;0;1;1;0;1;3;3;2;2
47;2;2;1;0;0;0;9;1;1;3
54;0;0;1;1;1;1;2;5;4;4
58;10;1;2;1;1;0;12;2;1;5
38;6;1;1;0;1;0;3;2;2;2
37;4;2;1;1;1;0;11;1;1;5
26;6;0;2;1;0;0;5;1;4;2
38;6;2;3;0;0;1;5;5;3;1
50;3;1;2;0;1;1;12;4;1;5
46;10;1;3;0;1;1;6;3;3;3
22;3;1;0;1;0;0;8;5;1;3
20;2;0;2;0;1;0;11;4;2;2
50;10;2;1;1;0;0;9;1;1;1
24;10;2;0;0;0;0;10;5;6;4
53;7;2;0;1;1;0;5;4;3;1
39;4;0;0;0;1;1;12;5;2;3
23;9;0;1;0;0;0;8;3;6;1
40;5;0;2;0;1;0;2;1;4;5
37;10;0;3;0;1;1;5;5;5;3
45;4;0;1;0;1;0;3;4;5;4
38;0;0;0;0;1;1;6;3;1;1
22;5;1;3;0;1;0;12;3;5;1
32;0;0;0;1;0;0;10;2;6;1
39;5;1;2;1;0;0;6;2;4;3
27;8;1;0;1;0;0;12;3;1;1
52;0;2;1;1;1;1;4;3;5;1
55;9;0;3;1;0;1;6;3;3;4
41;9;0;0;1;0;1;5;5;3;1
45;4;1;3;0;0;0;12;2;1;2
21;6;2;3;1;0;0;9;2;4;1
32;3;1;0;0;0;1;9;2;2;4
42;3;1;1;0;0;0;5;2;2;4
47;6;1;0;1;0;1;9;2;6;4
46;3;0;0;0;0;1;5;4;2;4
56;8;1;0;1;1;0;2;5;6;5
46;5;2;2;1;1;0;10;4;2;1
53;3;1;2;1;0;0;12;2;2;3
55;1;1;0;1;0;1;4;3;5;1
58;3;2;2;0;0;0;5;3;2;4
45;10;2;1;0;1;1;4;1;2;2
36;9;0;0;0;1;1;2;2;2;2
45;10;2;1;1;1;1;7;4;4;2
27;2;0;2;1;0;1;11;1;2;3
31;7;0;1;0;1;0;11;4;4;1
49;7;1;3;0;0;0;5;1;3;3
38;7;1;3;0;0;1;3;5;6;1
47;7;0;3;0;0;1;2;1;6;1
45;4;2;1;1;0;1;9;5;2;1
48;1;1;3;1;0;1;12;4;6;1
51;5;0;0;0;0;1;4;4;2;1
40;7;1;1;0;1;1;8;5;5;2
55;7;2;0;0;0;0;9;4;6;4
27;9;1;1;0;1;1;6;1;1;2
51;1;2;0;1;0;0;7;3;5;3
46;9;2;1;1;1;0;9;3;4;5
58;3;0;0;1;1;1;6;4;4;1
55;3;0;0;1;1;0;12;2;2;2
51;2;1;0;0;1;1;8;3;5;2
24;6;2;2;1;0;0;9;3;1;3
59;5;2;1;0;1;1;8;2;1;3
49;9;0;0;0;0;1;5;2;4;5
53;5;2;0;1;1;0;9;5;1;4
44;9;0;1;1;0;0;12;3;6;4
33;0;0;1;0;1;1;6;5;1;5
60;7;1;0;0;1;1;11;2;4;5
20;9;0;3;0;0;0;3;1;4;3
53;10;0;2;1;1;1;9;1;2;4
26;0;2;2;1;0;1;2;5;1;3
26;8;1;3;0;0;0;7;2;4;1
54;5;0;0;0;0;0;8;2;6;5
55;3;1;2;0;1;1;11;3;2;2
45;9;0;3;0;1;0;5;3;5;5
25;4;2;2;1;0;0;2;1;1;3
35;1;2;0;0;0;1;11;5;5;4
38;2;1;1;0;1;1;6;1;3;4
53;3;0;1;1;0;1;4;5;3;1
33;3;0;3;1;1;1;9;1;5;5
29;3;2;1;0;0;1;4;3;3;1
46;9;0;2;0;1;1;10;3;4;4
40;0;0;0;0;1;1;3;3;4;3
52;8;1;3;0;0;0;11;4;4;2
33;3;0;2;0;1;1;6;4;2;4
26;2;2;2;1;0;0;6;3;5;5
59;9;1;3;0;1;0;4;1;3;1
33;1;1;2;1;1;1;11;1;3;5
37;5;2;0;0;1;0;12;4;1;1
35;9;2;1;1;1;0;3;5;6;3
35;8;1;1;0;0;1;7;2;2;4
58;6;2;2;1;0;0;5;4;6;1
44;3;2;2;1;1;0;8;4;5;4
60;8;1;1;0;1;1;6;1;3;5
28;5;1;0;1;1;0;10;2;2;4
38;10;2;1;0;0;0;11;5;1;1
26;1;2;0;0;0;1;9;2;4;4
55;7;1;2;0;0;1;4;4;5;3
48;9;1;0;0;1;0;9;2;4;2
54;2;2;2;0;0;1;9;4;1;2
22;0;2;0;1;1;1;3;2;5;2
44;8;1;2;1;0;0;7;1;2;2
58;6;2;1;0;0;1;6;2;6;3
45;1;2;0;0;0;0;12;3;6;3
22;10;2;3;1;1;1;4;3;5;5
20;5;1;3;0;1;1;10;2;5;1
54;0;2;2;0;0;1;11;2;3;4
51;0;1;2;1;1;0;10;4;5;4
33;3;2;2;0;1;0;12;4;6;5
57;1;2;1;0;1;0;3;4;6;4
20;4;0;2;0;1;0;11;5;6;1
40;0;0;0;0;0;1;10;1;3;5
49;10;0;3;1;1;0;5;1;3;2
20;0;1;0;1;0;1;8;1;1;5
40;4;0;1;0;1;1;10;2;6;3
21;2;1;2;0;1;0;3;1;2;4
39;5;1;0;0;0;0;8;5;5;5
46;4;2;2;1;0;0;4;4;2;3
38;5;1;0;1;0;1;9;2;3;3
57;9;1;1;1;0;1;3;5;5;5
27;1;2;1;1;1;1;10;2;4;2
28;2;1;1;0;1;0;8;4;2;5
38;7;1;3;0;0;0;6;1;2;1
44;7;0;1;0;0;1;2;3;6;3
47;3;2;3;0;0;1;9;3;1;3
55;10;1;1;1;1;1;9;2;5;2
48;9;0;0;0;0;0;2;3;5;5
30;2;1;1;1;0;0;10;4;2;5
36;3;1;0;1;1;0;2;4;2;3
58;6;2;1;0;0;1;2;1;2;1
23;2;2;3;1;1;1;8;1;5;1
53;8;2;3;0;0;1;7;5;5;1
39;10;1;3;0;0;0;11;2;5;5
59;3;2;0;1;0;1;2;4;2;4
59;6;0;2;0;1;0;12;2;2;3
30;10;2;0;0;1;0;6;2;2;5
29;6;2;2;1;1;0;10;1;4;1
34;4;1;2;0;0;0;2;4;4;3
57;4;1;2;0;0;0;5;1;5;1
42;5;1;2;0;0;0;4;5;2;2
21;3;2;0;1;1;1;11;1;1;1
23;6;2;1;0;1;1;11;5;6;3
58;2;2;2;1;0;1;12;3;5;4
22;5;1;3;1;0;0;9;2;5;5
45;1;0;1;0;0;0;2;1;5;3
29;4;1;0;0;0;0;5;4;6;5
23;6;0;2;0;1;1;8;4;4;4
51;9;0;3;0;1;0;7;2;3;2
41;8;1;3;0;1;0;5;3;4;2
33;0;0;1;0;0;0;11;4;4;4
49;3;0;0;1;1;0;6;5;5;4
54;0;0;1;1;1;1;6;4;5;5
35;9;0;0;1;1;0;4;5;6;2
41;8;1;1;1;1;0;8;5;4;5
38;8;0;3;1;0;1;7;1;4;1
39;0;0;0;0;1;1;9;3;2;4
26;0;2;2;0;1;0;3;4;5;3
47;3;0;0;1;0;0;10;1;3;3
21;0;1;3;0;1;1;5;2;2;5
48;8;0;2;1;1;1;9;5;1;2
37;5;0;3;0;1;0;3;3;3;4
39;0;1;0;0;0;1;4;2;3;1
41;0;2;1;0;1;0;9;3;3;1
26;9;1;1;0;1;0;5;3;1;4
41;1;0;0;1;1;1;12;5;4;2
50;8;2;2;0;0;1;9;4;4;5
25;3;2;3;0;0;0;12;4;3;5
21;0;0;1;1;1;1;11;2;6;4
54;8;1;2;1;1;1;5;5;4;2
58;2;2;3;1;0;0;6;5;3;2
39;7;1;0;0;1;1;8;5;3;3
60;5;0;1;1;1;0;2;3;1;1
43;8;0;1;1;0;0;2;2;3;3
32;6;0;1;1;0;1;5;4;3;2
60;9;2;2;0;1;1;11;4;6;4
41;8;0;1;1;1;1;5;2;6;5
57;0;2;1;0;0;0;7;3;5;2
57;4;0;0;1;1;0;10;1;5;1
46;7;2;0;0;0;0;12;1;3;3
22;3;0;3;1;1;1;4;4;6;1
46;8;1;2;0;1;1;6;1;6;4
41;10;2;3;0;1;0;3;1;2;2
40;6;0;3;1;0;0;5;5;3;4
33;5;2;2;1;0;1;8;3;2;4
40;5;2;2;0;0;0;2;4;4;5
52;3;1;3;0;0;0;3;1;1;4
45;0;2;0;0;1;0;4;5;2;3
33;7;2;2;1;0;0;12;3;2;3
43;7;0;2;0;1;0;7;5;5;3
24;7;1;3;0;0;0;5;1;3;3
55;10;0;1;0;1;1;10;2;6;4
48;5;2;2;0;0;0;10;1;4;4
35;4;2;3;0;1;1;8;4;3;1
20;3;0;0;0;0;0;2;2;2;1
36;4;2;2;1;0;0;12;3;5;1
22;8;2;1;1;0;0;2;1;1;5
53;0;0;0;1;1;0;2;4;3;3
30;3;2;2;1;1;1;5;5;2;4
20;4;1;1;1;0;0;2;3;6;1
46;7;1;1;0;1;0;10;1;1;3
20;1;2;0;0;0;1;4;4;5;5
58;0;2;0;1;1;1;8;2;1;5
52;6;0;3;1;0;1;11;4;1;2
56;5;2;2;1;1;1;5;3;3;1
34;3;0;2;1;0;0;11;4;6;3
41;4;0;3;1;0;0;7;2;1;2
23;4;2;1;1;1;0;11;2;6;5
58;9;2;2;0;1;0;12;4;3;2
42;9;0;0;0;0;1;10;1;4;4
23;2;0;2;1;0;1;7;4;6;2
33;2;1;3;1;1;1;6;5;2;4
40;1;2;3;1;0;1;3;5;6;3
43;4;2;0;1;0;0;4;1;5;5
43;0;0;2;1;0;1;9;4;4;3
38;10;0;3;1;1;0;9;3;4;2
30;4;2;0;0;0;1;2;4;3;2
22;1;2;2;0;0;1;7;4;3;1
23;1;1;0;0;1;0;2;5;2;5
47;9;2;0;0;1;1;2;5;4;5
47;5;1;1;1;1;0;2;2;6;3
49;8;2;1;0;0;1;5;5;1;5
42;4;0;1;1;0;1;7;4;6;1
53;10;1;1;1;0;1;2;1;3;3
41;3;0;0;1;1;0;7;2;1;3
46;10;1;3;0;0;0;7;1;1;3
38;5;1;3;0;0;1;5;5;1;5
27;9;2;3;1;1;0;10;2;4;3
27;4;0;3;0;0;0;12;2;3;2
45;8;2;1;0;0;1;6;3;6;4
26;4;2;0;0;0;0;12;1;6;3
29;2;2;1;0;1;1;2;4;6;1
41;3;1;2;0;1;1;12;3;2;1
50;2;0;0;1;0;0;6;2;1;3
50;1;2;1;0;1;0;2;1;4;1
42;4;2;0;1;1;1;3;2;6;5
45;2;1;0;1;1;0;6;1;5;2
30;7;0;1;0;0;0;7;5;3;2
35;7;2;3;1;1;0;8;2;5;5
46;0;1;1;0;1;0;5;2;3;2
54;4;0;1;1;0;0;6;3;4;4
27;4;2;0;0;1;0;6;5;4;5
35;2;0;0;1;0;1;8;4;5;2
47;4;2;3;0;0;1;7;4;5;4
35;0;2;3;1;1;1;11;5;6;5
53;0;2;0;1;1;1;8;2;1;5
28;2;0;1;1;0;0;2;1;6;1
54;0;0;3;1;0;0;5;2;2;1
28;6;1;0;1;0;1;12;2;5;4
22;8;0;1;0;0;1;7;2;2;5
57;0;1;1;0;1;1;11;4;6;2
50;2;0;2;1;1;0;8;4;1;1
22;8;0;0;0;1;0;5;2;2;1
55;4;2;1;0;1;0;2;3;4;5
54;8;1;1;1;0;1;10;2;3;2
60;2;2;1;1;1;0;2;5;1;3
47;3;2;1;0;1;1;9;3;5;1
23;1;2;2;0;1;0;8;5;1;1
25;0;2;3;0;0;0;9;4;2;4
22;3;1;0;0;0;0;5;2;5;5
56;2;2;2;1;0;0;8;1;4;2
51;7;1;3;0;0;0;2;3;4;2
41;4;1;1;0;0;0;12;2;5;2
47;9;2;2;0;0;0;8;3;3;5
52;4;2;0;0;0;1;8;4;6;2
56;1;1;0;1;0;0;2;5;2;3
57;8;0;1;1;0;0;11;5;3;3
22;0;2;0;0;0;0;8;5;3;4
48;10;1;0;1;1;1;11;2;5;4
29;8;1;3;0;0;1;2;3;3;1
58;7;2;2;1;1;1;8;3;5;5
37;10;2;2;1;1;0;12;3;6;2
22;4;1;0;0;0;0;2;4;3;2
55;7;0;1;1;1;1;4;5;6;1
32;1;0;2;1;1;0;7;2;3;2
43;0;0;1;0;0;1;4;4;5;5
35;4;1;3;1;0;0;5;4;2;2
44;8;1;1;0;0;1;8;2;1;3
43;1;0;2;1;0;0;11;3;3;3
20;1;2;1;1;1;1;6;2;6;1
59;2;2;3;1;1;0;7;2;5;3
25;5;0;1;1;1;1;6;2;6;2
51;6;2;0;1;0;0;3;2;2;2
48;4;1;3;0;0;0;12;4;3;1
23;8;2;1;0;1;0;8;3;5;1
31;5;2;1;1;0;0;7;4;6;4
56;1;0;1;0;1;0;5;5;5;4
48;2;1;0;1;0;1;12;3;1;2
47;4;1;0;1;0;1;4;3;2;2
30;3;2;2;1;0;0;2;1;4;5
48;9;0;1;1;1;1;2;1;3;4
21;8;0;2;0;1;0;5;4;5;1
43;9;2;3;1;0;0;12;3;3;5
37;6;0;2;1;0;1;6;1;6;2
35;3;0;1;1;1;0;5;2;3;5
20;10;1;0;1;1;1;9;1;1;3
42;3;0;0;0;1;0;9;1;2;1
54;6;0;3;1;0;1;11;2;4;5
21;2;0;2;0;0;0;11;5;1;2
44;4;1;3;0;1;1;6;1;3;1
21;4;1;3;1;1;0;7;1;1;3
32;7;0;2;0;1;0;8;2;4;1
33;10;2;0;0;0;1;11;4;5;1
20;9;0;2;1;1;1;7;2;5;3
43;10;1;3;1;1;0;10;5;6;4
31;2;1;0;1;1;0;7;2;3;1
55;1;2;0;0;1;0;5;5;5;4
31;3;2;3;0;0;1;10;1;2;2
38;0;0;1;1;1;0;5;2;1;4
36;10;1;2;0;0;0;10;2;1;1
23;3;0;2;1;0;1;4;2;1;1
53;0;2;1;0;1;1;9;5;6;2
37;7;1;0;1;1;1;11;3;1;2
35;7;2;1;0;1;1;6;2;1;5
25;1;1;2;0;0;0;7;1;2;5
21;3;1;0;1;0;0;8;2;3;2
34;6;0;3;1;0;1;5;2;6;2
38;0;1;2;0;0;1;3;3;3;3
26;6;1;3;0;0;0;10;2;6;4
58;5;0;1;0;0;1;12;1;4;3
42;4;0;3;0;0;1;12;5;4;4
42;3;0;0;1;1;1;8;2;1;3
36;10;1;0;0;1;0;12;4;5;1
54;5;0;3;1;1;0;2;5;4;2
20;9;2;3;1;1;1;4;1;3;2
33;9;1;1;0;1;0;10;4;4;4
26;2;1;1;1;1;1;6;1;5;5
46;6;2;0;1;1;1;12;4;1;5
33;7;1;0;1;1;1;8;3;4;1
23;4;2;2;0;0;1;6;3;5;4
41;9;1;0;0;0;1;6;3;2;3
38;10;2;2;1;1;0;11;3;2;3
54;0;0;3;0;0;0;7;3;1;1
51;1;0;1;0;1;0;7;1;2;1
34;10;2;1;0;1;0;10;1;2;2
31;9;2;1;1;1;0;8;1;2;2
44;2;0;3;0;0;0;6;1;3;3
37;0;0;2;1;1;0;3;5;2;1
27;6;1;1;0;0;1;2;3;6;5
34;4;0;2;1;1;1;3;1;5;3
45;10;2;1;1;1;0;12;3;5;5
37;2;2;2;0;1;1;11;4;3;1
45;4;1;3;0;0;0;10;1;1;3
30;9;0;2;0;1;1;7;5;6;4
25;0;1;2;1;0;0;12;2;1;1
56;2;2;3;0;0;1;7;3;1;4
38;3;1;0;1;0;0;3;3;4;5
29;3;1;2;1;1;0;6;5;6;2
55;8;2;0;0;0;1;4;1;5;1
20;0;2;3;1;1;1;8;3;2;5
60;5;2;1;0;1;0;10;5;3;4
36;3;2;2;1;1;1;9;1;1;4
40;7;2;3;0;1;1;4;3;4;5
56;10;0;2;1;1;0;12;2;4;1
49;6;0;3;1;0;0;11;1;6;5
39;5;0;0;1;1;0;4;5;3;3
43;2;2;0;1;0;0;3;4;2;5
54;6;0;3;0;1;0;9;4;1;1
41;3;0;3;0;0;1;4;3;6;5
30;0;0;0;1;0;0;8;2;2;1
45;3;0;0;1;1;1;3;3;6;4
30;3;0;2;1;1;0;11;5;5;3
44;0;1;2;1;1;0;3;4;4;5
33;0;0;3;0;1;0;10;1;6;3
30;0;1;2;0;1;0;7;3;4;4
31;8;0;2;1;0;0;10;3;4;4
54;1;0;3;0;0;1;4;4;5;1
29;0;2;2;1;0;1;3;3;5;1
31;3;0;3;1;1;1;9;3;6;1
21;1;2;1;1;1;1;5;5;2;5
34;4;0;3;0;0;1;7;2;2;2
32;6;1;2;1;1;0;2;2;4;2
29;9;1;1;1;1;0;8;5;5;3
43;0;2;3;1;1;0;6;2;2;2
22;4;1;0;1;0;0;8;2;6;2
35;2;2;3;1;0;1;9;4;5;2
27;2;1;2;1;1;1;8;4;3;5
21;5;2;1;1;0;0;8;4;2;4
52;2;0;2;0;0;0;10;1;1;1
36;10;2;3;0;0;1;5;1;4;1
44;2;0;1;0;0;0;11;4;2;4
24;7;2;3;0;0;1;9;5;4;2
24;0;2;1;1;1;1;4;3;4;3
51;10;2;3;1;1;1;2;4;6;2
50;8;0;2;0;1;0;8;3;4;4
49;7;1;1;1;1;1;8;3;5;4
48;1;2;2;0;0;1;3;4;3;1
36;4;1;2;1;1;1;10;3;5;1
32;3;1;1;0;1;0;6;3;4;5
44;0;0;1;1;1;1;7;1;3;5
49;7;0;2;1;0;1;3;2;5;4
53;3;1;0;1;0;0;6;1;6;2
53;2;2;2;0;1;0;9;3;2;1
39;0;0;2;0;1;1;9;5;1;5
27;8;0;3;1;1;1;7;3;2;1
45;1;2;1;0;1;0;10;2;4;3
59;0;1;0;1;0;1;8;4;2;1
46;7;0;1;1;0;0;7;3;3;1
22;5;2;2;0;0;1;5;3;1;5
21;3;0;0;0;1;0;12;1;4;2
41;1;0;0;1;0;0;6;3;6;2
51;10;2;0;1;1;0;9;3;2;2
22;3;0;0;0;1;1;3;1;2;2
51;9;2;3;1;0;0;8;4;5;5
43;3;2;2;1;1;1;5;4;6;5
57;5;1;1;0;0;0;3;1;1;4
59;9;2;1;0;1;0;10;4;6;5
41;9;0;2;1;1;0;10;3;6;1
40;10;0;1;0;0;0;4;2;3;5
35;0;2;2;0;1;1;7;1;4;4
45;2;1;0;1;1;0;2;2;6;1
46;2;1;3;0;1;0;8;2;3;1
47;2;2;2;1;1;0;7;5;3;4
56;6;0;1;1;0;1;8;5;2;3
47;3;2;1;0;0;0;6;5;3;2
35;8;1;1;1;0;0;12;1;6;5
50;9;1;3;1;1;0;10;2;4;2
49;6;1;1;1;1;0;9;3;6;2
44;3;1;2;0;1;0;11;1;1;5
25;10;1;3;1;0;0;9;1;4;3
22;2;1;3;1;0;0;7;3;2;4
20;3;0;2;1;0;1;3;1;6;1
28;10;2;1;1;0;1;7;4;1;5
59;0;0;1;0;0;1;3;3;5;5
50;7;2;1;1;1;0;6;1;4;5
36;7;1;0;1;0;1;2;2;4;4
31;10;0;0;0;0;1;6;4;5;1
47;6;1;0;1;1;1;9;4;4;2
49;6;2;2;1;0;1;4;5;2;1
28;0;0;1;1;0;1;10;5;4;3
49;10;1;1;1;1;1;2;5;6;3
33;3;0;1;0;0;0;7;3;3;1
25;10;0;3;0;0;0;5;5;2;3
48;7;2;3;1;1;1;12;2;3;3
27;7;2;1;0;1;1;10;2;1;5
25;5;0;3;0;0;0;8;1;4;4
37;9;2;1;0;1;0;4;4;2;5
36;2;0;2;1;0;1;7;3;1;4
20;2;1;3;1;1;0;11;5;5;3
22;6;0;3;0;1;0;6;1;6;1
21;3;0;2;0;0;1;3;3;3;5
29;7;1;2;1;0;1;12;1;1;2
47;10;1;1;1;0;1;8;4;4;2
31;10;2;2;1;0;0;9;2;2;5
51;1;1;1;1;1;1;6;4;6;4
30;3;2;0;0;1;1;10;1;4;2
46;8;0;3;0;1;0;7;1;3;2
43;3;2;1;1;1;1;2;3;2;2
47;9;1;1;0;1;1;4;3;1;5
60;1;2;3;0;0;1;8;1;2;1
43;10;1;3;0;0;0;2;3;6;2
22;3;0;1;0;1;1;4;4;4;1
42;7;1;0;1;0;1;9;5;4;3
53;4;2;2;0;0;0;9;2;5;3
49;5;0;1;1;1;1;2;4;4;5
29;10;2;1;1;1;1;10;5;6;5
31;2;0;2;0;1;0;10;1;2;1
60;8;2;2;1;0;0;4;5;2;1
58;6;2;3;1;0;0;8;5;2;3
60;4;0;2;1;1;0;6;3;6;2
54;5;0;1;0;0;0;7;2;1;5
26;5;2;3;0;0;1;7;3;1;1
37;9;1;3;1;1;1;12;5;1;4
56;6;0;1;1;1;0;8;3;2;5
40;3;0;1;1;0;0;8;3;1;4
27;10;2;3;0;1;1;8;1;1;3
37;1;2;1;1;1;1;11;2;2;4
36;10;1;3;0;1;0;9;3;5;5
42;6;0;2;1;0;1;6;1;5;4
48;0;1;3;0;1;0;11;2;4;2
57;1;1;0;0;1;1;9;3;1;2
24;3;2;0;0;1;0;4;4;3;3
47;4;1;0;1;0;1;5;2;5;1
36;3;2;1;0;0;1;7;2;6;1
